18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,45,0,Self-emp-not-inc
18,Male,Never-married,United-States,White,HS-grad,50,0,Federal-gov
18,Male,Never-married,United-States,White,HS-grad,40,14344,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,16,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,50,0,Self-emp-inc
18,Male,Never-married,United-States,White,HS-grad,55,0,Federal-gov
18,Male,Never-married,United-States,White,HS-grad,13,0,Self-emp-not-inc
18,Male,Never-married,United-States,White,HS-grad,45,0,Self-emp-not-inc
18,Male,Never-married,United-States,White,HS-grad,35,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Self-emp-not-inc
18,Male,Never-married,United-States,White,HS-grad,38,0,Private
18,Male,Never-married,United-States,White,HS-grad,20,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Local-gov
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,40,0,Private
18,Male,Never-married,United-States,White,HS-grad,48,0,Private
18,Male,Never-married,United-States,White,HS-grad,20,0,Private
18,Male,Never-married,United-States,White,HS-grad,60,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,State-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,50,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Federal-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,45,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Federal-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,80,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,48,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,50,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,80,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,2174,State-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,60,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,State-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,48,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,5178,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,45,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,60,0,Self-emp-inc
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Self-emp-not-inc
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,60,0,Self-emp-not-inc
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Local-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Federal-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
