28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,50,14084,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,45,0,Private
28,Female,Divorced,United-States,Black,Some-college,45,0,Self-emp-not-inc
28,Female,Divorced,United-States,Black,Some-college,50,0,Federal-gov
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,14344,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,60,0,Self-emp-inc
28,Female,Divorced,United-States,Black,Some-college,40,0,Self-emp-not-inc
28,Female,Divorced,United-States,Black,Some-college,60,0,Self-emp-not-inc
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,16,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,50,0,Self-emp-inc
28,Female,Divorced,United-States,Black,Some-college,55,0,Federal-gov
28,Female,Divorced,United-States,Black,Some-college,13,0,Self-emp-not-inc
28,Female,Divorced,United-States,Black,Some-college,45,0,Self-emp-not-inc
28,Female,Divorced,United-States,Black,Some-college,20,0,Private
28,Female,Divorced,United-States,Black,Some-college,35,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
28,Female,Divorced,United-States,Black,Some-college,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,State-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,43,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,50,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Federal-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,50,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,45,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Local-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Federal-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,80,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,48,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,50,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,80,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,2174,State-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,60,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,State-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,48,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,5178,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Local-gov
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Private
30,Male,Married-civ-spouse,India,Asian-Pac-Islander,Bachelors,40,0,Federal-gov
